"V1","V2"
"E8.5_CPC_p2_069",-2.20022534304585,17.3201373370298
"E8.5_CPC_p2_266",-5.75374485076829,11.5106785605038
"E8.5_CPC_p2_123",-25.8887169817217,-18.3927178485768
"E8.5_CPC_p2_167",29.8154536700862,25.1351638380835
"E8.5_CPC_p2_056",-4.64818706556254,-21.2355313099153
"E8.5_CPC_p2_070",-7.08087847223329,0.155430944306155
"E8.5_CPC_p2_325",4.37759073056281,19.0311667573363
"E8.5_CPC_p2_300",-15.2143902596032,-23.9733240785295
"E8.5_CPC_p2_209",26.893341874448,18.3573892810558
"E8.5_CPC_p2_287",-14.6240277824772,10.5510409638269
"E8.5_CPC_p2_226",-5.59465435630061,2.37175308210022
"E8.5_CPC_p2_196",25.1359688846687,17.6664531820141
"E8.5_CPC_p2_299",-11.4460063053254,14.5493315612485
"E8.5_CPC_p2_277",1.14224033158088,18.4843185382749
"E8.5_CPC_p2_073",-3.97074112088771,19.0061674883714
"E8.5_CPC_p2_151",-21.9077215273007,-17.5780227237015
"E8.5_CPC_p2_080",-13.5222171547763,-18.0210562313389
"E8.5_CPC_p2_143",17.1032638490778,14.6265859488231
"E8.5_CPC_p2_281",3.58136085639526,16.7555796461144
"E8.5_CPC_p2_053",-11.5832797111929,-18.2758921594507
"E8.5_CPC_p2_379",43.0812928666762,3.14123380648933
"E8.5_CPC_p2_093",-32.9376094819097,-5.28569192940587
"E8.5_CPC_p2_104",-6.94446633641298,17.3316007740848
"E8.5_CPC_p2_045",48.6042291385737,3.64825069985236
"E8.5_CPC_p2_318",-15.4342351344682,-32.8941603181204
"E8.5_CPC_p2_013",20.1616360669151,22.6037612930636
"E8.5_CPC_p2_267",-29.1503445716314,-16.094624706275
"E8.5_CPC_p2_270",-16.3144793885642,-34.3930999465504
"E8.5_CPC_p2_035",-33.5596706876843,-4.70107520157458
"E8.5_CPC_p2_227",-3.5140382507927,-32.4570342985963
"E8.5_CPC_p2_313",-12.1651683580555,-37.5851765962415
"E8.5_CPC_p2_260",20.8932580379955,20.5320157435344
"E8.5_CPC_p2_075",-23.1199263394944,-15.96988965954
"E8.5_CPC_p2_038",-13.0093414207654,25.5086710158337
"E8.5_CPC_p2_164",10.6643005640927,21.6667568518146
"E8.5_CPC_p2_122",2.77529865167664,16.0391748788412
"E8.5_CPC_p2_207",-34.1305639208963,-5.71183411984704
"E8.5_CPC_p2_145",-8.75428064222825,15.4886390590496
"E8.5_CPC_p2_065",-8.78438879764013,3.45446970678082
"E8.5_CPC_p2_321",-12.5030428672899,9.71004018599769
"E8.5_CPC_p2_091",47.3767810852051,6.75241360131287
"E8.5_CPC_p2_374",9.98887772072255,23.8511731022352
"E8.5_CPC_p2_263",-7.35009890587901,14.9474071764126
"E8.5_CPC_p2_368",-22.317117375492,-22.2971748842394
"E8.5_CPC_p2_042",-9.377666913562,21.881768545714
"E8.5_CPC_p2_229",26.2351425278645,22.9632333582943
"E8.5_CPC_p2_333",21.8003849144757,29.3897982052959
"E8.5_CPC_p2_189",9.52490292592613,20.0411505207409
"E8.5_CPC_p2_161",-17.3857370763509,8.53744580617778
"E8.5_CPC_p2_237",3.511556108211,15.4994790846213
"E8.5_CPC_p2_124",-12.4572228971355,10.5702986663529
"E8.5_CPC_p2_297",19.1193545132908,23.3731511928593
"E8.5_CPC_p2_022",-6.4707149033001,12.720402149173
"E8.5_CPC_p2_279",0.91458013044507,-33.3291289949341
"E8.5_CPC_p2_316",-6.81319662864341,-37.3134539173202
"E8.5_CPC_p2_319",-6.74596761399126,-29.1122599554064
"E8.5_CPC_p2_285",-8.92150504046067,-26.7305449480818
"E8.5_CPC_p2_020",12.5945831732957,22.0467955613401
"E8.5_CPC_p2_187",-21.6000266610232,-14.4898722506879
"E8.5_CPC_p2_060",-13.2033180689283,-18.7229912487076
"E8.5_CPC_p2_203",-5.96219738281167,-32.4035154887486
"E8.5_CPC_p2_009",31.158233820385,17.8134543332398
"E8.5_CPC_p2_017",-16.9532649197398,-17.402568859393
"E8.5_CPC_p2_349",29.1319582985466,20.8120297030094
"E8.5_CPC_p2_291",34.3935103838223,6.49099275909652
"E8.5_CPC_p2_010",-9.81994363597504,11.2579842145153
"E8.5_CPC_p2_351",-6.2550594002119,15.0170110196192
"E8.5_CPC_p2_265",7.36937944581174,16.796420348285
"E8.5_CPC_p2_072",-19.0224728510526,16.1209692479061
"E8.5_CPC_p2_089",28.7969097181498,18.4675600920067
"E8.5_CPC_p2_305",-9.6926313364254,6.06522789799756
"E8.5_CPC_p2_283",-15.2954951125909,15.9752074350559
"E8.5_CPC_p2_094",21.1199597114148,18.9944813472512
"E8.5_CPC_p2_050",-8.8671809550702,10.9540993519657
"E8.5_CPC_p2_171",16.207041224112,25.8348995880165
"E8.5_CPC_p2_079",41.4056681431659,3.87335420338286
"E8.5_CPC_p2_016",-7.04117170990316,-32.9915939817476
"E8.5_CPC_p2_008",-13.47852481057,-37.0029326993728
"E8.5_CPC_p2_001",40.9652999499872,11.5413809519567
"E8.5_CPC_p2_129",25.4351920401467,16.772862617308
"E8.5_CPC_p2_248",32.2253660963304,11.8396506551471
"E8.5_CPC_p2_381",25.6661248092744,29.0592279688501
"E8.5_CPC_p2_172",23.6689026271047,30.3425901480329
"E8.5_CPC_p2_259",-19.9740121424592,-20.5109640127749
"E8.5_CPC_p2_274",3.8597968250305,21.2208239726027
"E8.5_CPC_p2_221",-14.3485516369032,-22.0412741704474
"E8.5_CPC_p2_183",-29.4940640644807,-14.8150332757588
"E8.5_CPC_p2_280",-3.19154626061383,19.8717946735466
"E8.5_CPC_p2_162",-23.7327258876286,-14.1158885361071
"E8.5_CPC_p2_359",-0.854159794877921,-31.2820442647496
"E8.5_CPC_p2_290",-16.9782560590942,13.1617812197062
"E8.5_CPC_p2_247",24.1324353491472,26.346789228674
"E8.5_CPC_p2_087",-13.8765890136622,25.7544893835858
"E8.5_CPC_p2_245",-5.46137922142732,16.4409454046713
"E8.5_CPC_p2_200",-12.2794702024369,16.0908943584631
"E8.5_CPC_p2_370",-13.5498106116834,-25.4320838910239
"E8.5_CPC_p2_096",-17.2418664095766,10.1314388171003
"E8.5_CPC_p2_197",-6.69625281706426,15.5426905892919
"E8.5_CPC_p2_105",26.1802057544791,20.8326146541905
"E8.5_CPC_p2_382",-27.4920837112072,-13.6153588758659
"E8.5_CPC_p2_271",-34.7517584837964,-5.39579307523502
"E8.5_CPC_p2_276",-28.5292235377671,-13.5279587513047
"E8.5_CPC_p2_201",-11.0189495946015,16.4454170321102
"E8.5_CPC_p2_345",-0.819284017968558,17.6547122581828
"E8.5_CPC_p2_269",25.285964701011,25.9414872087544
"E8.5_CPC_p2_163",27.8247881737086,26.9065730162806
"E8.5_CPC_p2_150",44.067504556074,1.36011639916298
"E8.5_CPC_p2_132",-12.6030936178999,-20.4918421271269
"E8.5_CPC_p2_144",-3.71664135694618,-38.0409833040037
"E8.5_CPC_p2_101",-7.57503346520172,11.7336644444503
"E8.5_CPC_p2_107",-17.7024948106241,20.6931610586515
"E8.5_CPC_p2_193",-13.1919510608282,16.0271395620457
"E8.5_CPC_p2_083",-18.7288615240139,-32.7433644339815
"E8.5_CPC_p2_182",-21.6164132017415,-16.1360056241311
"E8.5_CPC_p2_328",-21.1418571273831,-18.6769882805499
"E8.5_CPC_p2_202",18.625829054876,23.5327649844956
"E8.5_CPC_p2_012",-16.9084978431685,-22.6524862938273
"E8.5_CPC_p2_352",-13.3827166695613,24.8350691565767
"E8.5_CPC_p2_051",-19.0871700240098,-9.49274902105691
"E8.5_CPC_p2_125",-0.698370619125824,-22.6421727758153
"E8.5_CPC_p2_014",-1.31750573490821,-31.0997845112431
"E8.5_CPC_p2_057",-9.38473244447805,14.5726337677213
"E8.5_CPC_p2_353",-22.6643186350093,-14.6368324626493
"E8.5_CPC_p2_028",0.942426370906008,0.467442129185117
"E8.5_CPC_p2_138",-2.12778717754812,-36.5116158120478
"E8.5_CPC_p2_301",11.0375855318186,17.6732163157678
"E8.5_CPC_p2_078",-14.688886175067,-17.2070441558004
"E8.5_CPC_p2_157",-4.42321184346429,-37.571315406452
"E8.5_CPC_p2_254",-4.08544435164074,-28.2664820627074
"E8.5_CPC_p2_242",-20.5731938164899,-21.9075405120396
"E8.5_CPC_p2_330",23.690876074135,24.5310039199135
"E8.5_CPC_p2_184",-6.93666434430559,11.5948512531154
"E8.5_CPC_p2_126",38.2706351428258,1.61111368301123
"E8.5_CPC_p2_118",-3.76296832415846,-23.8029010873178
"E8.5_CPC_p2_174",-7.92363683718432,15.7036961020429
"E8.5_CPC_p2_356",-19.6234257049596,-17.5523418637483
"E8.5_CPC_p2_061",26.7056300903562,17.2687200813141
"E8.5_CPC_p2_191",-15.7237496355492,-26.8319789307721
"E8.5_CPC_p2_268",-7.31851984723368,13.8264379430982
"E8.5_CPC_p2_071",-13.2748414266913,-28.8427517177861
"E8.5_CPC_p2_111",24.7789797587425,22.031056678254
"E8.5_CPC_p2_304",-3.24825113448906,21.8975745210807
"E8.5_CPC_p2_231",2.05231080869583,17.1565679395139
"E8.5_CPC_p2_378",5.39954031292221,19.0338149061182
"E8.5_CPC_p2_095",-3.9643857571312,15.7679056477754
"E8.5_CPC_p2_152",-7.76957141710173,-31.7433935803214
"E8.5_CPC_p2_137",11.1412182839019,22.7686800463212
"E8.5_CPC_p2_343",1.25894663003037,-31.0627119646527
"E8.5_CPC_p2_175",-8.86293753951581,-30.661968156541
"E8.5_CPC_p2_205",24.4627998366947,28.6751626869693
"E8.5_CPC_p2_127",-5.21636769215905,-35.6903416651161
"E8.5_CPC_p2_031",23.7218579871786,17.4662591184072
"E8.5_CPC_p2_298",-9.20690858821936,-29.8974069025619
"E8.5_CPC_p2_128",-9.16959648323243,4.45864806969583
"E8.5_CPC_p2_021",-11.4001760277249,-37.0591233982067
"E8.5_CPC_p2_350",-24.6415867607217,-20.7316858849277
"E8.5_CPC_p2_292",-5.40839655431752,-38.5123797653492
"E8.5_CPC_p2_099",20.0196300662012,17.2179431923586
"E8.5_CPC_p2_192",17.9352910832477,19.3287557779239
"E8.5_CPC_p2_360",-13.9876922904897,21.2325529824343
"E8.5_CPC_p2_223",8.66687307341144,22.5125512547488
"E8.5_CPC_p2_141",2.87393290980839,17.3462934303105
"E8.5_CPC_p2_134",-12.0705729738131,25.3400601199148
"E8.5_CPC_p2_074",-3.68084316318501,-22.0474969221561
"E8.5_CPC_p2_136",-13.6246652243258,-4.76725360444711
"E8.5_CPC_p2_002",16.8194542767226,25.0833820015618
"E8.5_CPC_p2_005",-13.9093091761557,-34.9792658909877
"E8.5_CPC_p2_235",11.3214861677937,25.8175495497175
"E8.5_CPC_p2_113",-17.2938997413488,-35.0567548264051
"E8.5_CPC_p2_188",-13.9252807655694,-33.3237597094942
"E8.5_CPC_p2_224",20.4635446665003,25.1482535540798
"E8.5_CPC_p2_146",22.7694531390597,18.4050842103368
"E8.5_CPC_p2_210",-7.57111106920373,2.12421635655747
"E8.5_CPC_p2_342",-2.07120420557303,12.5978455392161
"E8.5_CPC_p2_336",-28.4934897735337,-12.9078285138775
"E8.5_CPC_p2_206",27.5285394438675,29.1716168163347
"E8.5_CPC_p2_366",-19.4916022283959,-12.0294274854342
"E8.5_CPC_p2_004",-3.57019897870814,-33.7239716098942
"E8.5_CPC_p2_334",-14.1177154002606,-27.7281661740379
"E8.5_CPC_p2_230",-16.9414054942081,4.41766926374879
"E8.5_CPC_p2_355",26.2138434786716,28.5730437450209
"E8.5_CPC_p2_076",41.3768776717811,15.3929333727795
"E8.5_CPC_p2_262",-17.4922064265432,-32.2425597734204
"E8.5_CPC_p2_048",4.12970043408703,14.7533768603151
"E8.5_CPC_p2_097",-18.53693171783,10.7158749342849
"E8.5_CPC_p2_140",27.4692469375751,21.7527794995671
"E8.5_CPC_p2_312",0.242341049721114,-28.8895468651623
"E8.5_CPC_p2_234",32.5777894272869,25.2780214594276
"E8.5_CPC_p2_337",-7.39842766615585,-25.576967594993
"E8.5_CPC_p2_212",10.7235102380923,23.9553652118254
"E8.5_CPC_p2_225",28.3149913771323,23.9105940130092
"E8.5_CPC_p2_003",-5.71717197802922,19.7088084017837
"E8.5_CPC_p2_166",-17.1359731277379,-34.1043383033845
"E8.5_CPC_p2_154",-9.61352340929192,22.2491412377226
"E8.5_CPC_p2_367",-1.40245377490081,-38.1585953395173
"E8.5_CPC_p2_032",-8.53487280974085,-32.3261016646906
"E8.5_CPC_p2_052",-16.6080565188961,-19.2271128228998
"E8.5_CPC_p2_120",-18.8050034643782,-14.1726105347064
"E8.5_CPC_p2_220",43.331675748455,10.5661277317691
"E8.5_CPC_p2_119",41.07916319806,1.50221044603158
"E8.5_CPC_p2_149",-12.3005044350271,-32.7478497794884
"E8.5_CPC_p2_344",-10.1267882122392,-35.1967167606812
"E8.5_CPC_p2_108",0.653097969730398,18.0825596899457
"E8.5_CPC_p2_308",-12.6811361353009,-18.705558595643
"E8.5_CPC_p2_284",-10.638006272006,22.3597754618576
"E8.5_CPC_p2_088",-8.44623314646105,-29.8116743508704
"E8.5_CPC_p2_296",-3.6367699848636,-34.8986429597686
"E8.5_CPC_p2_217",-1.47634098912111,17.2115377738625
"E8.5_CPC_p2_256",-16.7546446325708,-33.2892541849462
"E8.5_CPC_p2_033",19.8524544571308,21.3792353391478
"E8.5_CPC_p2_251",8.65817360463161,21.1646670450165
"E8.5_CPC_p2_112",31.0941231744484,23.2822292804053
"E8.5_CPC_p2_029",-31.9021798447297,-5.48691691341967
"E8.5_CPC_p2_158",42.7663711292726,4.21931103359546
"E8.5_CPC_p2_244",-9.03445605476466,16.9417233535546
"E8.5_CPC_p2_288",-8.76099796476889,18.8201237329058
"E8.5_CPC_p2_130",-2.89166411890631,18.9194325160861
"E8.5_CPC_p2_238",37.9530703724222,8.16899484181573
"E8.5_CPC_p2_199",6.11853905337869,16.5954275783126
"E8.5_CPC_p2_246",27.1182869278518,23.8888979887791
"E8.5_CPC_p2_257",-0.256149008810342,14.566865164057
"E8.5_CPC_p2_258",-11.3138317492145,-34.5577755310488
"E8.5_CPC_p2_383",45.9412826120353,4.6471505265495
"E8.5_CPC_p2_315",26.1414228718283,30.1053743316072
"E8.5_CPC_p2_106",-19.2219891593724,-19.1964756445507
"E8.5_CPC_p2_323",-10.1517725376905,15.5844234657604
"E8.5_CPC_p2_213",-24.0291398732052,-16.1227521701778
"E8.5_CPC_p2_293",-13.037681702701,-25.3439883242709
"E8.5_CPC_p2_289",-8.73681894711367,-29.2020979185471
"E8.5_CPC_p2_180",-5.00329153595878,-39.2685873500888
"E8.5_CPC_p2_135",-20.8098042066188,-14.3964885355359
"E8.5_CPC_p2_156",-4.02704356769034,-27.3764757209514
"E8.5_CPC_p2_198",-13.3592176319892,-33.3907910962406
"E8.5_CPC_p2_068",32.5754616544664,11.440575293605
"E8.5_CPC_p2_314",24.04048720273,23.257937770034
"E8.5_CPC_p2_364",-10.5550709993643,-36.4750481764088
"E8.5_CPC_p2_015",31.5596785498614,24.0901224156615
"E8.5_CPC_p2_347",-3.85796451003488,-35.2488857698542
"E8.5_CPC_p2_348",-14.0821179058556,-23.3804500889095
"E8.5_CPC_p2_037",-12.3560979324397,-15.8271505675244
"E8.5_CPC_p2_329",34.8946404974052,6.09516344724539
"E8.5_CPC_p2_377",-3.28465179139221,-31.6539824019507
"E8.5_CPC_p2_036",-18.2239364599222,-18.4526688941963
"E8.5_CPC_p2_332",-1.72548869429938,-23.5814615859321
"E8.5_CPC_p2_194",15.6650507960863,25.7668649670809
"E8.5_CPC_p2_077",-15.8563878042444,-33.841513038323
"E8.5_CPC_p2_232",-10.1855905611516,-31.3149739546219
"E8.5_CPC_p2_049",10.028761930778,22.5553179039086
"E8.5_CPC_p2_027",-2.26904732118437,14.7009146273586
"E8.5_CPC_p2_179",-16.4132998318817,22.7277281453001
"E8.5_CPC_p2_369",-10.9531991259859,-32.8207280506272
"E8.5_CPC_p2_110",20.5273598002691,27.3561535978299
"E8.5_CPC_p2_100",-9.3556411145043,15.8343997281215
"E8.5_CPC_p2_190",-3.38810874216687,13.1728039897659
"E8.5_CPC_p2_040",-35.9385480029329,-5.86398791800759
"E8.5_CPC_p2_153",4.57979039956113,16.60767786963
"E8.5_CPC_p2_261",-15.1760358028685,8.25456501836264
"E8.5_CPC_p2_253",-6.67512747264172,-38.0987980910032
"E8.5_CPC_p2_233",-1.41002004507127,-39.6802276538479
"E8.5_CPC_p2_322",26.6397531366631,16.4825637779737
"E8.5_CPC_p2_222",37.8902262580855,4.86267822874732
"E8.5_CPC_p2_098",-11.4942851000427,5.18790030220778
"E8.5_CPC_p2_115",19.8100803858172,15.8975734617565
"E8.5_CPC_p2_025",-18.7014424852905,12.5814011432921
"E8.5_CPC_p2_165",-22.8883374481235,-17.9465876814062
"E8.5_CPC_p2_160",-3.45437891540413,22.413956450017
"E8.5_CPC_p2_331",39.9919198863665,2.92109501179631
"E8.5_CPC_p2_335",22.8681610802302,26.4811913311906
"E8.5_CPC_p2_082",27.1812846974156,20.7467703477294
"E8.5_CPC_p2_215",0.680311843281863,15.5487010168553
"E8.5_CPC_p2_024",-6.39531390023388,19.4053163296774
"E8.5_CPC_p2_059",-13.6110112594025,-37.9410893536636
"E8.5_CPC_p2_365",-17.330292927523,20.016539786543
"E8.5_CPC_p2_357",32.5008702660211,24.0036244695624
"E8.5_CPC_p2_346",-3.33904172688505,17.1227646402983
"E8.5_CPC_p2_317",25.483526640628,21.1566669790869
"E8.5_CPC_p2_019",13.196024217095,26.4181442401137
"E8.5_CPC_p2_173",-17.0807072577621,-30.6260818426876
"E8.5_CPC_p2_178",-18.9887878591492,6.9024399007331
"E8.5_CPC_p2_272",0.110734915987549,-29.7529279832872
"E8.5_CPC_p2_062",-11.00549980007,11.5500770023276
"E8.5_CPC_p2_324",-19.9115088275378,15.9929495210559
"E8.5_CPC_p2_219",-13.6358334487307,-36.6698844984663
"E8.5_CPC_p2_023",-21.6526176938608,-12.7387143852747
"E8.5_CPC_p2_011",6.04315231945759,22.9662496472687
"E8.5_CPC_p2_295",-3.60193853016733,-18.5569121509037
"E8.5_CPC_p2_169",-14.3223946961719,17.9111425809994
"E8.5_CPC_p2_155",-3.09584229108012,12.3228262302975
"E8.5_CPC_p2_030",46.3760129476205,9.15503629379565
"E8.5_CPC_p2_371",-12.7035015319398,-23.7064574779118
"E8.5_CPC_p2_044",-17.7628602699277,-34.234390356817
"E8.5_CPC_p2_185",-7.40152939235351,-28.7131746307689
"E8.5_CPC_p2_067",-28.2024265153597,-14.9274147880109
"E8.5_CPC_p2_218",18.7350395277864,20.9777459530466
"E8.5_CPC_p2_278",-3.37679471342874,10.9814558992654
"E8.5_CPC_p2_043",-16.5490538730315,9.7061601618818
"E8.5_CPC_p2_063",-2.79957456631742,-32.5140706107223
"E8.5_CPC_p2_241",-10.6249836667601,-6.4453443177847
"E8.5_CPC_p2_211",-7.60059506477146,-33.4724884960217
"E8.5_CPC_p2_176",-16.5071626524167,-23.0878665264284
"E8.5_CPC_p2_204",0.803976129158749,16.6896290692377
"E8.5_CPC_p2_375",-23.785265137172,-17.998412583522
"E8.5_CPC_p2_054",-12.7445015503151,27.1457851881245
"E8.5_CPC_p2_058",-14.2765887906946,-27.9636526940659
"E8.5_CPC_p2_170",24.8200409440958,26.646819355804
"E8.5_CPC_p2_168",-19.7327048136819,-10.3385802944564
"E8.5_CPC_p2_310",-8.27677152863684,-36.0527428468479
"E8.5_CPC_p2_358",0.387009353379948,-28.3082067222283
"E8.5_CPC_p2_339",-19.8731678330431,-14.6906248676338
"E8.5_CPC_p2_327",-17.8608141153158,-14.9927593432597
"E8.5_CPC_p2_214",-9.34901402575733,-28.6951869825392
"E8.5_CPC_p2_282",21.649526802194,20.1384180202627
"E8.5_CPC_p2_380",-22.8543135059171,-16.9380339978936
"E8.5_CPC_p2_302",-12.0512764418273,-20.4437248361116
"E8.5_CPC_p2_275",-13.9954656656728,-24.5533303467753
"E8.5_CPC_p2_240",-34.6033789895273,-6.14698643981397
"E8.5_CPC_p2_236",21.0656104199805,23.8979628785407
"E8.5_CPC_p2_340",-8.47811756534917,8.05208862207328
"E8.5_CPC_p2_055",-19.6349378695327,14.9222143216339
"E8.5_CPC_p2_047",-13.1156821915928,9.00233256358211
"E8.5_CPC_p2_148",-4.65110660203982,15.4659730459645
"E8.5_CPC_p2_092",-13.6941960544258,-19.2418399061803
"E8.5_CPC_p2_362",21.9251368726881,26.8638622851896
"E8.5_CPC_p2_181",-5.97396667171843,13.8176988009692
"E8.5_CPC_p2_142",-15.9392013523815,11.9740831749445
"E8.5_CPC_p2_177",3.42500132529789,19.5475915121621
"E8.5_CPC_p2_159",40.7609682610693,7.41403051128693
"E8.5_CPC_p2_363",-17.8025545956614,-19.1688271017927
"E8.5_CPC_p2_064",7.79719150293629,20.6827743038688
"E8.5_CPC_p2_102",31.1544422385208,21.734349696673
"E8.5_CPC_p2_109",-12.331866080407,-28.3603609538312
"E8.5_CPC_p2_026",45.9195504774895,8.45477072154673
"E8.5_CPC_p2_086",39.1779830366327,10.149536172081
"E8.5_CPC_p2_186",-10.8008457231389,-30.5114995357264
"E8.5_CPC_p2_139",-1.42251542173987,-33.6181398363128
"E8.5_CPC_p2_326",22.1120654774461,21.1424033075928
"E8.5_CPC_p2_228",-3.00104349686877,-36.953338989736
"E8.5_CPC_p2_133",6.55396737623678,19.8449263701695
"E8.5_CPC_p2_376",-15.5161515878932,10.8609724712876
"E8.5_CPC_p2_239",23.8389239917402,28.4558190072436
"E8.5_CPC_p2_338",21.4079696797162,28.5754768829775
"E8.5_CPC_p2_294",35.3607344909296,6.43738865129475
"E8.5_CPC_p2_307",-12.5641784278942,-22.1088856633658
"E8.5_CPC_p2_252",-18.245723691541,-24.6597483328342
"E8.5_CPC_p2_131",-1.21400419610648,20.7964085863956
"E8.5_CPC_p2_085",11.5892923295198,21.3590211168362
"E8.5_CPC_p2_195",-0.464475353568192,20.3614617993023
